Number	Source	Context	Possessor_animacy	Possessor_length 	Possessum_length 	Final_sibilancy 	Prototypicality	Genitive_type 	Register 
655	BLOG	"strangely persistent . In one way or another ,   the   prejudices	of	subjective   idealism   have  penetrated not only philosophy but"	N	2	2	N	N	0f_gen	OT
656	WEB	", are made by heating liquid vegetable oils in   the   presence	of	hydrogen   gas   and  a catalyst , a process called hydrogenation ."	N	2	2	Y	N	0f_gen	OT
657	BLOG	"Jeffrey Katzenberg ; Dawn Steel , who would   become   president	of	Columbia   Pictures   ;  and Don Simpson , who would produce with"	N	2	1	Y	N	0f_gen	OT
658	ACAD	", deer mice populations maintained a chronic   low   prevalence	of	infection   even   at  very low densities , while at other sites the"	N	1	2	N	N	0f_gen	LT
659	ACAD	". # Law was what Aquinas called an ''   external   principle	of	action   ,   ''  to be distinguished both from internal principles of"	N	1	2	N	N	0f_gen	LT
660	BLOG	". Getting involved actively in service gives us   the   privilege	of	partnership   with   God  (1 Cor. 3:9) . This comes with"	N	3	2	N	N	0f_gen	OT
661	ACAD	"explanation for the phenomena observed during   the   processes	of	MIS   development   and  use . In turn , this provides a way"	N	4	2	N	N	0f_gen	LT
662	BLOG.	"does not drop from the skies , but is   the   product	of	millions   of   years  of development . # The Greek philosopher"	N	5	2	N	N	0f_gen	OT
663	BLOG	"for income taxes and all other taxes , cost   and   profits	of	any   and   everyone  who involved in producing"	Y	3	3	N	N	0f_gen	OT
664	ACAD	"of animals is bad must generalize , just like   the   properties	of	protons   are   general  . Protons do n't change whether locked in an"	N	1	2	Y	N	0f_gen	LT
665	BLOG	"fansite . Characters , story , images and names   are   property	of	Stephenie   Meyer   and/or  Summit Entertainment . If you wish to"	Y	2	1	N	N	0f_gen	OT
666	WEB	"exercising or doing chores . # Audible is the   largest   provider	of	digital   audiobooks   for  download with over 100,000+ titles"	N	2	3	Y	N	0f_gen	OT
667	NEWS	"Slave States . '' # '' The miserable sophistries   and   puerilities	of	the   mayor   's  Message ... are not really deserving argument , ''"	Y	3	3	N	N	0f_gen	LT
668	ACAD	". To say that Eckstein or Samuelson or other   honest   purveyors	of	economic   tips   became  , in fact , a little bit rich does"	N	2	2	Y	N	0f_gen	LT
669	WEB	"black belt in most stand up arts have made   the   rank	of	black   belt   a  joke . It 's made kids like my son"	N	2	2	N	N	0f_gen	OT
670	NEWS	"Skyfall , Harris on paper , at least joins   the   ranks	of	such   mythically   fanciful  Bond girls as Honey Ryder (Ursula"	Y	5	2	N	N	0f_gen	LT
671	ACAD	"Energy Laboratory have calculated that the net   energy   ratio	of	gasoline   is   0.81  , a result that implies an input larger than"	N	1	4	N	N	0f_gen	LT
672	ACAD	"X118 , hereafter referred to as predictor1) and   the   ratio	of	institutional   instruction   and  academic support spending per"	N	2	2	N	N	0f_gen	LT
673	BLOG	"benefit or not does not change the fact of   your   receipt	of	it   .     # Milo Fabian # I put it more simply ."	N	2	2	N	N	0f_gen	OT
674	ACAD	", I discovered a book by Morris Berman ,   The   Reenchantment	of	the   World   (Ithaca  , N.Y. : Cornell University Press , 1981"	N	2	2	N	N	0f_gen	LT
675	WEB	"Up until mid-March 2011 , when mass protests engulfed   the   regime	of	Bashar   al-Assad   ,  Israeli Prime Minister Benjamin Netanyahu"	N	2	2	N	N	0f_gen	OT
676	ACAD	". Scandals were uncovered in which spurious sales   and   resales	of	property   were   made  to raise the appraisal value of property --"	N	1	3	N	N	0f_gen	LT
677	ACAD	"study and the resulting percentage of 5% may be   a   result	of	(  a   )  persistent follow-up efforts utilized to identify African"	N	8	2	N	N	0f_gen	LT
678	WEB	"expected success inside the 20 ; i.e. , the   end   result	of	many   of   our  drives has not necessarily been successful given our"	N	4	3	N	N	0f_gen	OT
679	BLOG	"I sure am looking forward to tonight to seeing   the   results	of	the   election   .  Like you , I am so damn glad it"	N	2	2	N	N	0f_gen	OT
680	ACAD	"6 control schools (n = 26 students )   .   Results	of	multilevel   models   showed  that students with externalizing"	N	2	1	Y	N	0f_gen	LT
681	NEWS	"embody the mind of a child struggling with the   powerful   riddles	of	family   and   heritage  she 's trying to solve for herself . #"	N	3	3	N	N	0f_gen	LT
682	WEB	"eating diets high in saturated fat did not raise   the   risk	of	heart   disease   --  a finding that ran counter to decades of dietary"	N	2	2	N	N	0f_gen	OT
683	BLOG	"River (India) # The Ganges , the   holy   river	of	India   is   one  of the best places for white water rafting in"	N	1	3	N	N	0f_gen	OT
684	NEWS	". Using special ToonVision 3-D glasses , you explore   50   rooms	of	a   five-story   apartment  building . In one highlight , '' Fridge"	N	4	2	N	N	0f_gen	LT
685	BLOG	"and their former boss who tried to expose the   dirty   side	of	Armstrong   's   seven  victories in the Tour de France . Tyler"	N	3	3	Y	N	0f_gen	OT
686	NEWS	"bullet struck Army Capt . Patrick Horan in the   left   side	of	his   head   ,  it was the start of a nearly four-year struggle"	N	2	3	N	N	0f_gen	LT
687	NEWS	"steak and kidney , but they come from the   non-dysfunctional   side	of	the   family   .  For one thing , they do n't contain kidneys"	N	2	3	N	N	0f_gen	LT
688	ACAD	", a utopian world . It deals with the   ugly   side	of	human   nature   and  experience and does not demand perfection . It"	N	4	3	N	N	0f_gen	LT
689	ACAD	"discrimination . Next , she considers   the   significance	of	this   discrimination   for  healthcare agencies , and approaches"	N	5	2	N	N	0f_gen	LT
690	WEB	", which got more interesting Saturday with   the   signing	of	long-time   backup   David  Ross . The Sox now have a surplus of"	N	4	2	Y	N	0f_gen	OT
691	BLOG	"creating new jobs , but it also takes people   seeing   signs	of	hiring   in   order  to start feeling optimistic . # Who knew the"	N	1	1	N	N	0f_gen	OT
692	WEB	"Hall geared toward Greek life # Pictured is the   future   site	of	the   north   residence  hall , which will house eight Panhellenic"	N	4	3	N	N	0f_gen	OT
693	NEWS	"thought big . The 4,800-square-foot Insalata 's , on   the   site	of	a   former   bank  , seats 110 and prepares pastries for breakfast and"	N	3	2	N	N	0f_gen	LT
694	BLOG	"off the charts for height so he is actually   the   size	of	a   six-year-old   .  AJ also suffers from constipation and is on"	Y	2	2	N	N	0f_gen	OT
695	WEB	"should support it ? When exactly do we shrink   the   size	of	government   if   we  have a bunch of moderates teaming up with the"	N	1	2	N	N	0f_gen	OT
696	NEWS	"Kan. , three people who helped the FBI create   the   sketch	of	John   Doe   No.  2 say they doubt he is Nichols ' husky"	Y	2	2	N	N	0f_gen	LT
697	BLOG	"sediments . # In Mountain Island Lake , a   primary   source	of	drinking   water   for  Charlotte , pore water samples collected"	N	2	3	N	N	0f_gen	OT
698	NEWS	"winds were reported near Wilmington , N.C. ,   well   south	of	the   area   expected  to be hardest hit by the hurricane . Two"	N	2	2	N	Y	0f_gen	LT
699	WEB	"book is a comprehensive survey of the history and   current   state	of	Cellular   Automata   .  I wish I had the time to follow through"	N	2	2	N	N	0f_gen	OT
700	BLOG	". # One of the worst things about the   typical   strategy	of	anti-choice   people   ,  in my opinion , is how they also oppose"	Y	2	3	N	N	0f_gen	OT
701	NEWS	"a take-no-prisoners alternative to the Jimmy   Buffett   style	of	partygoing   ,   his  head is anything but empty . # A Thomas"	N	1	4	N	N	0f_gen	LT
702	WEB	"company in the United States , is a wholly   owned   subsidiary	of	Clear   Channel   and  is home to Rush Limbaugh , Glenn Beck ,"	N	2	4	N	N	0f_gen	OT
703	WEB	"upon themselves has been awfully answered in   the   sufferings	of	their   nation   .  None could bear the sin of others , except"	N	2	2	N	N	0f_gen	OT
704	ACAD	"two items found (with means of 3.2 )   were   suggestion	of	guidance   counselor   and  the department 's emphasis on Laban"	N	2	1	N	N	0f_gen	LT
705	ACAD	"with intellectual disability . #   DISCUSSION   SUMMARY	OF	FINDINGS   Measurement   Equivalence  . An important first step in"	N	3	2	N	N	0f_gen	LT
706	ACAD	"Queen of Sheba on a Persian silk rug bordered   by   symbols	of	the   12   tribes  of Israel , uniting Jewish and Persian cultures"	N	5	1	N	N	0f_gen	LT
707	BLOG	"headline . # DetectSyntax . A plugin that detects   the   syntax	of	files   automatically   .  It tries to guess the best syntax for a"	N	1	2	Y	N	0f_gen	OT
708	NEWS	", Morva told friends that he was on a   special   team	of	people   tasked   with  saving the world . There 's evidence that"	Y	1	3	N	N	0f_gen	LT
709	BLOG	"intellectal capture '' as opposed to the out and   out   theft	of	our   democracy   by  a ruling class so corrupt as to be unassailable"	N	2	1	Y	N	0f_gen	OT
710	NEWS	"dull flavors . # The following recipes play on   the   theme	of	potato   soup   by  altering its flavor profile with additions of"	N	2	2	N	N	0f_gen	LT
711	NEWS	", from Cape Lookout , N.C. , at the   southern   tip	of	North   Carolina   's  Outer Banks , and a hurricane watch was in"	N	4	3	Y	Y	0f_gen	LT
712	ACAD	"sent vitae that provided additional information .   The   titles	of	leaders   invited   to  be included in the Directory included"	Y	1	2	Y	N	0f_gen	LT
713	BLOG	"they are also charged with the use of marijuana   on   top	of	their   intoxication   with  it while driving . While there is an"	N	2	1	N	N	0f_gen	OT
714	BLOG	"consider : type of job , type of industry   ,   type	of	company   ,   career  path , job structure , work hours , travel"	N	1	1	N	N	0f_gen	OT
715	ACAD	"-carotene-3,3 ' -diol.C40H56O2 , molecular wt. 568.9   are   types	of	xanthophylls   (  Faulks  , et al , 2001) . Dark green"	N	1	1	Y	N	0f_gen	LT
716	ACAD	"decisions of potential students in such a way that   certain   types	of	students   (  with  respect to retainability) decide to enter the"	Y	1	2	Y	N	0f_gen	LT
717	BLOG	"technologies to : # Incorporate more   problem-oriented   types	of	material   into   lesson  plans , including simulations and studies"	N	1	2	N	N	0f_gen	OT
718	NEWS	"said the process should be private . # ''   These   types	of	things   should   n't  be played out in the press ; they should"	N	1	1	Y	N	0f_gen	LT
719	ACAD	"followed . Rubin and Rubin suggested the use of   three   types	of	qualitative   questions   :  main questions , probe questions , and"	N	2	2	Y	N	0f_gen	LT
720	ACAD	"'s report of June 1867 neatly summarizes   his   understanding	of	Tolkepaya   leadership   .   # The majority of this tribe , however ,"	N	2	1	N	N	0f_gen	LT
721	WEB	"index 's referenced object store , such as   requiring   uniqueness	of	the   values   referenced  by the index 's keyPath . If the referenced"	N	2	1	Y	N	0f_gen	OT
722	ACAD	"and Technology will provide a status report on the   expanded   use	of	high-sulfur   ,   low-fusion  coals in utility boilers , and will"	N	1	3	N	N	0f_gen	LT
723	ACAD	"by environmentalists that the trade regime discourages   the   use	of	information   about   the  environmental impact of various"	N	1	2	N	N	0f_gen	LT
724	BLOG	"is surprising how often this happens . # Limit   the   use	of	all   types   of  fabric softeners . Especially avoid liquid fabric"	N	5	2	Y	N	0f_gen	OT
725	ACAD	"studies were deemed sufficient to warrant the ban on   the   use	of	DDT-containing   agents   .  But recent research does not support"	N	2	2	Y	N	0f_gen	LT
726	ACAD	"III are spelled out in much greater detail regarding   the   use	of	product   standards   ,  including the requirement that such"	N	2	2	Y	N	0f_gen	LT
727	WEB	"access to free contraception would make women much   better   users	of	contraception   should   n't  be a surprise , and for"	N	1	3	N	N	0f_gen	OT
728	ACAD	", '' the constitutional design of public power ,   the   validity	of	the   universal   moral  law , the protection of general human and"	N	4	2	N	N	0f_gen	LT
729	WEB	"demolished '' economism , '' showing it to be   a   variant	of	international   opportunism   ,  or Bernsteinism . The book was"	N	2	2	N	N	0f_gen	OT
730	BLOG	"in slightly different guises today . Beneath the   thin   veneer	of	civilisation   lurk   primitive  irrational tendencies and ideas"	N	1	3	N	N	0f_gen	OT
731	WEB	"same thought last night . 1 in 4 women   are   victims	of	sexual   assault   .  Well , lucky me that I 've never been"	N	2	1	N	N	0f_gen	OT
732	ACAD	"of the clock upon the mantel , and of   the   watches	of	the   attendants   .  Their tickings came sonorously to my ears . The"	Y	2	2	Y	N	0f_gen	LT
